level	xpAmount	newXpAmount	Name
40	3000	7869	Tenuous Nephol Golem(golemnephollow)
40	3108	10131	Zaikhal Tower Controller Puppet(virindipuppetzaikhaltowerb)
40	3108	10131	Hebian-To Tower Controller Puppet(virindipuppethebiantowerb)
40	3108	10131	Cragstone Tower Controller Puppet(virindipuppetcragstonetowerb)
40	5143	4834	Cutthroat(humancutthroat_xp)
40	5143	5143	Carenzi Stalker(carenzistalker_xp)
40	5657	5657	Strand Siraluun(siraluunstrand_xp)
40	5657	5657	Timber Siraluun(siraluuntimber_xp)
41	2477	9807	High Tumerok(tumerokkeyfour)
41	2500	9781	Tou-Tou Spire Shadow(shadowspiretoutou)
41	2500	9781	Sawato Spire Shadow(shadowspiresawato)
42	3600	8275	Dark Marionette(marionettedarklo)
43	2800	8309	Innocent Doll(dollinnocentlo)
43	2949	6436	Martinate Simulacrum(simulacrummartinate)
43	3179	6787	Dranith Menacet(hollowminionregicideboss)
43	3315	11234	Frisander(lich3frore)
43	3315	12258	Ferundi(lich2frore)
44	2747	10365	Martinate Simulacrum Magician(simulacrummartinatemage)
44	4041	6707	Burun Ruuk Scamp(burunruukscampmosswartexodus)
44	4041	6707	Burun Ruuk Scamp(burunruukscamp)
44	4041	6707	Burun Ruuk Scamp(burunruukscampencampment)
44	4589	6707	Olthoi Needler(olthoiflyerneedler)
44	5448	5244	Tuskie Thrower(tuskiethrower)
44	5448	5244	Tuskie Thrower(tuskiethrower-nofall)
44	5659	8018	Naughty Scarecrow(scarecrownaughty)
44	5716	5365	Shallows Devourer(shallowsdevourer)
44	5774	7804	Drudge Lurker(drudgelurker)
44	5846	5853	Island Armoredillo(armoredilloisland)
44	5931	9085	Scrawed Grievver(grievverscrawed)
44	6197	6219	Banderling Bandit(banderlingbanditfast)
44	6197	6219	Banderling Bandit(banderlingbandit)
44	6250	7256	Skeleton Wraith(skeletonwraith)
44	6259	8170	Zaikhal Tower Controller Doll(dollinnocuouszaikhaltowera)
44	6259	8170	Hebian-To Tower Controller Doll(dollinnocuoushebiantowera)
44	6259	8170	Cragstone Tower Controller Doll(dollinnocuouscragstonetowera)
44	6259	8658	Singular Doll(dollpyrealleader)
44	6259	7743	Innocuous Doll(dollinnocuous)
44	6277	9420	Mosswart Soul Trapper(mosswartsoultrapper)
44	6278	8475	Mox(acidelementalmox)
44	6288	6707	Gigas Lugian(lugiangigas)
44	6305	10091	Tumerok Officer(tumeroklieutenantarcher)
44	6305	10091	Tumerok Officer(tumeroklieutenanthaft)
44	6305	9877	Tumerok Major(tumerokhaftreinforcedlow)
44	6305	9877	Tumerok Major(tumerokhaftreinforced)
44	6305	9877	Tumerok Major(tumerokhaftreinforcedhigh)
44	6305	9877	Tumerok Lieutenant(tumerokhafthigh)
44	6305	9877	Tumerok Lieutenant(tumerokhaft)
44	6305	10091	Tumerok Officer(tumeroklieutenantnofall)
44	6305	10091	Tumerok Officer(tumeroklieutenantarchernofall)
44	6305	9877	Tumerok Lieutenant(tumerokhaftlow)
44	6305	8384	Tumerok Officer(tumeroklieutenant)
44	6336	6219	Mosswart Zealot(mosswartzealot)
44	6422	9146	Bronze Statue of a Sclavus(statuereplicamidsclavussmall)
44	6500	7896	Impious Inferus Guardian(skeletonimpiousse)
44	6500	7896	Impious Mortuus Guardian(skeletonimpiousnw)
44	6500	8688	Impious Lichen Priest(lichimpiouspriest)
44	6500	7896	Impious Superna Guardian(skeletonimpiousne)
44	6500	7896	Impious Occasus Guardian(skeletonimpioussw)
44	6502	11585	Fenmalain Shadow Leader(shadowfenmalain)
44	6521	6341	Dread Mattekar(mattekardread)
44	6572	6097	Obeloth Raider(lugianobelothraider)
44	6572	6097	Obeloth Raider(lugianobelothminer)
44	6579	7073	Risen Knight(zombierisenknight)
44	6625	7743	Slithayr Tendril(slithayrtendril)
44	6671	6341	Olthoi Servant(olthoiservant)
44	6741	8292	Shadow Wisp(wispshadow)
44	6752	13383	Zombie(zombiehauntedmansionscrollboss)
44	6752	11036	Lich Lord(zombielichlord)
44	6752	11463	Lesser Acolyte(zombiesoulfearingacolytearea1)
44	6752	11463	Lesser Acolyte(zombiesoulfearingacolytearea2)
44	6752	13383	High Acolyte(zombiesoulfearingacolytearea3)
44	6752	13383	Lich Lord(zombielichlordnofall)
44	6752	13383	Zombie(zombiehauntedmansionboss)
44	6770	6341	Olthoi Swarm Harvester(olthoiswarmharvester)
44	6799	6707	Gotrok Gigas(lugiangigasrenegade)
44	6846	5853	Sotiris Hollow Minion(hollowminionsotiris)
44	6900	11127	Fenmalain Crystal(crystalfenmalain)
44	11205	10670	Virindi Master(virindimasterwalllicker)
44	11205	11097	Virindi Master(virindimaster)
44	11290	13871	Virindi Director(virindidirector_nofall)
44	11290	13871	New Singularity Director(virindidirectorsubstitute_nofall)
44	11290	11310	Virindi Director(virindidirector)
44	11290	13871	New Singularity Director(virindidirectorsubstitute)
45	2400	12284	Tumerok High Priest(tumerokoghamhighpriest)
45	3313	13966	Servant Sang Nen-Kai(virindiservantsangnenkai)
45	3313	13966	Servant Thiuda the Sharp-Eyed(virindiservantthiuda)
45	3313	13966	Servant Berkholt the Burly(virindiservantberkholt)
45	3313	13966	Servant Daryam ibn Zubed(virindiservantdaryam)
45	3313	13966	Servant Ellimar Jorning(virindiservantellimar)
45	3313	13966	Servant Muhiza bint Murqidh(virindiservantmuhiza)
45	3313	13966	Singular Virindi Servant(virindiservantsingular)
45	3313	13966	Servant Sung Wenxio(virindiservantsungwenxio)
45	3313	13966	Servant Nihara bint Umar(virindiservantnihara)
45	3313	13966	Dirrich, the Warden(virindimasterwarden)
45	3492	11966	Fenngar(lich1frore)
45	4000	7554	Skeleton Lord(skeletoncaptaincrimsonruby1)
45	4000	7554	Skeleton Lord(skeletonlordcrimsonruby5)
45	4000	7554	Skeleton Lord(skeletonwarriorcrimsonruby4)
45	5000	13204	Scold Lump(golemmagmadfdsmall)
45	6500	6475	Fetid Moarsman(moarsmanfetid)
45	6500	12950	Sahoni Arsanc(undeadfenmalain)
46	6694	7133	Brutish Monouga(monougabrutish)
47	4232	6591	Highwayman(humanhighwayman_xp)
47	5954	8925	Grimacing Rabbit(rabbitgardenpurple)
47	5954	8925	Bleached Rabbit(rabbitgardenpink)
47	5954	8925	Nasty Rabbit(rabbitgardengreen)
49	3601	14546	Emperor Geraine I(mumiyahemperorgeraine)
49	7640	12732	Horrible Mu-miyah(mumiyahhorrible)
49	7721	9401	Lord Kelannik(skeletonlordburialtemple)
49	7827	9845	Bronze Statue of a Skeleton(statuereplicamidskeletonsmall)
49	8000	8439	Grizzled Monouga(monougaelder)
50	5954	9982	Bleached Boss Rabbit(rabbitgardenpinkboss)
50	5954	9982	Grimacing Boss Rabbit(rabbitgardenpurpleboss)
50	5954	9982	Nasty Boss Rabbit(rabbitgardengreenboss)
50	6591	8754	Banderling Rogue(banderlingbanditfire)
53	3025	8878	Olthoi Worker(boygrubinfestedworker-xp)
53	3025	8878	Olthoi Worker(boygrubinfestedworker-nofall-xp)
53	5693	13830	Burun Ruuk Adept(burunruukadept)
53	5693	13830	Burun Ruuk Adept(burunruukadeptencampment)
53	7632	11738	Nefarious Scarecrow(scarecrownefarious)
53	7871	8025	Horned Chittick(chittickhorned)
53	8226	11695	Drudge Stalker(drudgestalker)
53	8226	12592	Southern Black Claw Raider(drudgestalkerraidersouth)
53	8226	12592	Northern Black Claw Raider(drudgestalkerraidernorth)
53	8287	9134	Gold Phyntos Wasp(phyntoswaspgold)
53	8287	9134	Gold Phyntos Wasp(phyntoswaspwoodland)
53	8311	8025	Hea Nualuan(heatumeroknualuankanokeh_xp)
53	8329	12122	Banderling Striker(banderlingstriker)
53	8386	10201	Bronze Statue of Ben Ten(statuereplicamidbentensmall)
53	8390	11012	Gout(fireelementalgout)
53	8426	11012	Charge(lightningelementalcharge)
53	8481	9390	Royal Mite Sentry(miteroyalsentry)
53	8524	12933	Ancient Mu-miyah(mumiyahancient)
53	8527	10031	Glacial Golem(golemglacialceremonydisrupted)
53	8527	10031	Glacial Golem(golemglacialfractured)
53	8527	10031	Glacial Golem(golemglacialdamaged)
53	8527	10031	Glacial Golem(golemglacial)
53	8634	9775	Narrow Rift(riftnarrow)
53	8645	13232	Virulent Grievver(grievvervirulent)
53	8645	12122	Unstable Magma Golem(golemunstablemagma)
53	8667	8708	Aun Itealuan(tumerokaunitealuan_xp)
53	8667	8708	Aun Nualuan(tumerokaunnualuan_xp)
53	8715	10372	Bronze Statue of Thorsten Cragstone(statuereplicamidthorstensmall)
53	8793	15580	High Tumerok(tumerokcaptainnofall)
53	8793	15580	High Tumerok(tumerokcaptainarchernofall)
53	8793	15580	High Tumerok(tumerokcaptainarcher)
53	8793	14683	High Tumerok(tumerokcaptain)
53	8793	15580	High Tumerok(tumerokcaptainhighhaft)
53	8793	14683	Tumerok Controller(tumerokcrestreedshark)
53	8793	14683	Tumerok Commander(tumerokattackfalcon)
53	8793	14683	Tumerok Commander(tumerokattackserpent)
53	8793	14683	Tumerok Controller(tumerokcrestshreth)
53	8793	14683	Tumerok Commander(tumerokattackshreth)
53	8793	14683	Tumerok Controller(tumerokcrestfalcon)
53	8793	14683	Tumerok Commander(tumerokattackgromnie)
53	8793	14683	Tumerok Commander(tumerokattackreedshark)
53	8793	14683	Tumerok Commander(tumerokattackmask)
53	8793	14683	Tumerok Controller(tumerokcrestserpent)
53	8793	14683	Tumerok Controller(tumerokcrestgromnie)
53	8793	14683	Tumerok Controller(tumerokcrestmask)
53	8800	11952	Impious Lichen High Priest(lichimpioushighpriest)
53	8917	11525	Innocent Doll(dollinnocent)
53	8926	10159	Slithayr Tentacle(slithayrtentacle)
53	9004	10543	Bronze Statue of a Zharalim(statuereplicamidzharalimsmall)
53	9034	8708	Lithos Raider(lugianlithosraider)
53	9034	8708	Lithos Raider(lugianlithosminer)
53	9035	11525	Pristine Doll(dollpristine)
53	9035	11525	Tinkered Doll(dolltinkered)
53	9035	11525	Manipulated Doll(dollmanipulated)
53	9075	9561	Olthoi Worker(olthoiworkernofall)
53	9075	9561	Olthoi Worker(olthoinewbieacademy)
53	9075	9561	Olthoi Worker(olthoiworker)
53	9075	9561	Olthoi Worker(olthoinewbieacademyboss)
53	9075	9561	Olthoi Worker(olthoiworkerspecial)
53	9193	9561	Olthoi Swarm Gardener(olthoiswarmgardener)
53	9350	8537	Sewer Rat(ratsewer)
53	9469	11397	Sufut Zefir(zefirsufut)
55	2500	21465	Sam(snowmanguard)
55	6000	20049	Falatacot Missionary(bossdeedmid)
55	6000	17765	Lich Overseer(zombielichoverseer)
56	6800	9629	Muculent Moarsman(moarsmanmuculent)
58	9510	11074	Royal Mite Squire(miteroyalsquire)
58	10112	11275	Olthoi Swarm Nymph(olthoiswarmnymph)
58	10128	13691	Wily Monouga(monougawily)
60	8000	11786	Warrior of the Blood(zombierevgelid-nofall)
61	3951	11929	Olthoi Soldier(boygrubinfestedsoldier_xp)
61	3951	11929	Olthoi Soldier(boygrubinfestedsoldier_nofall_xp)
61	4132	19661	Shadowy Warrior(phantomwarrior)
61	6400	15795	Crystal Spur(crystalspur)
61	6740	10824	Knife(humanknife)
61	8200	16237	Caulnalain Satellite Fragment(crystalcaulnalainsatellite)
61	9148	12039	Jungle Phyntos Wasp(phyntoswaspjungle)
61	10328	12150	Tusker Redeemer(tuskerredeemer_tusk)
61	10328	12150	Tusker Redeemer(tuskerredeemer)
61	10328	12150	Tusker Redeemer(tuskerredeemer_nofall)
61	10366	10604	Shallows Destroyer(shallowsdestroyer)
61	10472	12592	Banderling Rogue(banderlingrogue)
61	10744	14856	Flamma(fireelementalflamma)
61	10744	15243	Flamma(fireelementalflammanofall)
61	10744	15243	Flamma(fireelementalflamma_nosummon)
61	10774	12371	Dire Ursuin(ursuindire)
61	10908	12371	Royal Mite Matron(miteroyalmatron)
61	10963	16844	Frost(frostelementalfrost_nofall)
61	10963	16844	Frost(frostelementalfrost)
61	11030	13917	Sata Sclavus(sclavussata)
61	11131	19495	Obsidian Golem(golemobsidian_nofall)
61	11131	17562	Obsidian Golem(golemobsidian)
61	11131	19495	Obsidian Excavation Golem(golemobsidiancrystalmine_nofall)
61	11277	12592	Ferocious Monouga(monougaferocious)
61	11305	16292	Opor Niffis(niffisopor)
61	11305	16292	Opor Niffis(niffisehlyis)
61	11351	16402	Shivver(frostelementalshivver_nofall)
61	11351	16016	Shivver(frostelementalshivver)
61	11488	14856	Scintilla(lightningelementalscintilla)
61	11488	15243	Scintilla(lightningelementalscintilla_nosummon)
61	11606	14138	Skeleton Bone Knight(skeletonboneknight)
61	11780	19661	Shadow Lieutenant(shadowlieutenantnofall)
61	11780	19661	Shadow Lieutenant(shadowlieutenant)
61	11853	12150	Olthoi Soldier(olthoisoldiernofall)
61	11853	12150	Olthoi Soldier(olthoisoldierspecial_xp)
61	11853	12150	Olthoi Soldier(olthoisoldier)
61	11853	12150	Olthoi Soldier(olthoisoldierperilbeneath)
61	11895	24963	Subtle Simulacrum(simulacrumsubtlefemale)
61	11895	24963	Subtle Simulacrum(simulacrumsubtle)
61	11962	13254	Sable Gromnie(gromniesable_xp)
61	12054	12150	Gigas Raider(lugiangigasminer)
61	12054	12150	Gigas Raider(lugiangigasraider)
61	12054	12150	Singular Gigas Raider(lugiangigassingular)
61	12057	24907	Revenant(undeadspecial)
61	12057	20655	Revenant(zombierevenantnofall)
61	12057	20655	Revenant(zombierevenant)
61	12057	20655	Guardian of the Lost Light(lostlightguardian)
61	12057	20655	Revenant(zombierevenantmeditate)
61	12571	13254	Tumideon Hollow Minion(hollowminiontumideon)
61	12571	13254	Tumideon Hollow Minion(hollowminiontumideon_nofall)
61	12571	13254	Tumideon Hollow Minion(hollowminiontumideonsummoned)
61	15103	16347	Pure One(dollbossmonster)
61	16569	13475	Lugian Warlord(lugianbossmonster)
61	19474	23361	Virindi Councillor(virindicouncillor)
61	21488	15243	Controlled Flamma(fireelementalflammarewards)
61	21927	16844	Controlled Frost(frostelementalfrostrewards)
61	22977	15243	Harnessed Scintilla(lightningelementalscintillarewards)
62	6600	22990	Decaying Warrior(undeaddecayingwarrior)
62	8837	16560	Banderling Striker(banderlingbasher)
65	4623	22107	Shadow Spire Lieutenant(shadowlieutenantspire)
65	6000	14904	Tumideon Hollow Minion(hollowminiontumideonlo)
65	6500	18071	Cursed Foreman(zombielichcursedforeman)
65	8500	22666	Hebian-To Camp Commander(tumerokhebiancampc)
65	8500	22666	Zaikhal Camp Commander(tumerokzaikhalcampc)
65	8500	22666	Cragstone Camp Commander(tumerokcragstonecampc)
65	10000	42351	Scold Chunk(golemmagmadfdmed)
65	14000	21051	Diaphanous Nephol Golem(golemnepholmed_nostone)
65	14000	21051	Diaphanous Nephol Golem(golemnepholmed)
66	7000	22549	Obedient Obsidian Golem(golemobsidianrewards)
67	11528	22858	Tumerok Guard(tumerokdryreachguard)
67	12450	12349	Aun Warrior(tumerokaunwarrior-xp)
67	12774	19902	Sephal Niffis(niffissephal)
67	13448	19245	Mosswart Clinger(mosswartclinger)
69	13500	31078	Virindi Master(virindimasterlo)
69	13500	31078	Cragstone Tower Controller Master(virindimastercragstonetowerc)
69	13500	31078	Hebian-To Tower Controller Master(virindimasterhebiantowerc)
69	13500	31078	Zaikhal Tower Controller Master(virindimasterzaikhaltowerc)
69	13500	31563	Virindi Master(virindimasterlethe)
69	13500	31078	Singular Virindi Master(virindimastersingular)
70	6192	21232	Unstable Glacial Golem(golemglacialunstable)
70	9000	17100	Sable Gromnie(golemsmall-xp)
70	9232	14820	Brute(humanbrute)
70	9979	17955	Burun Ruuk Ruffian(burunruukruffian)
70	9979	17955	Burun Ruuk Ruffian(burunruukruffianencampment)
70	11291	21802	Vile Scarecrow(scarecrowvile)
70	12341	21375	Ulu Sclavus(sclavusulu)
70	12500	23227	Spiked Grievver(grievverspiked)
70	12605	16815	Malus Shreth(shrethmalus)
70	12998	17100	Tusker Liberator(tuskerliberator_tusk)
70	12998	17100	Tusker Liberator(tuskerliberator_nofall)
70	12998	17100	Tusker Liberator(tuskerliberator)
70	13024	17385	Mite Warrior Queen(mitequeen)
70	13099	18240	Banderling Berserker(banderlingberserker)
70	13319	31421	Warlock of the Blood(zombiemagusgelid_nofall)
70	13540	14820	Dread Mu-miyah(mumiyahdread)
70	13561	14250	Tuskie Launcher(tuskielauncher)
70	13561	14250	Tuskie Launcher(tuskielauncher-nofall)
70	13721	19522	Drudge Ravener(drudgeravener)
70	13721	20021	Northern Black Claw Leader(drudgeravenerblackclawnorth)
70	13721	20021	Southern Black Claw Leader(drudgeravenerblackclawsouth)
70	13816	18525	Montok Lugian(lugianmontok)
70	13833	27716	Tumerok Priest(tumerokkeya)
70	13912	30566	Tumerok Priest(tumerokpriestnofall)
70	13912	30566	Tumerok Priest(tumerokpriestarchernofall)
70	13912	30566	Tumerok Priest(tumerokpriestshreth)
70	13912	24581	Tumerok Priest(tumerokpriest)
70	13912	30566	Tumerok Priest(tumerokpriestarcher)
70	14171	24367	Oak Golem(golemoak)
70	14207	25080	Aun Shaman(tumerokaunshaman-xp)
70	14274	20662	Apozim(acidelementalapozim)
70	14304	20520	Skeleton Bone Lord(skeletonbonelord)
70	14348	21161	Voltarc(lightningelementalvoltarc)
70	14372	19309	Nalif Zefir(zefirnalif)
70	14483	18525	Olthoi Legionary(olthoilegionary_nofall)
70	14483	18525	Olthoi Legionary(olthoilegionary)
70	14483	18525	Olthoi Legionary(olthoilegionaryspecial_xp)
70	14483	18525	Olthoi Legionary(olthoilegionary_nofall_xp)
70	14483	18525	Olthoi Legionary(olthoilegionary_xp)
70	14494	23014	Mist Golem(golemmist)
70	14507	15675	Olthoi Noble Grub(olthoigrubnoble)
70	14552	28928	Dark Revenant(zombiedarkrevenantnofall)
70	14552	28928	Dark Revenant(zombiedarkrevenantmeditate)
70	14552	28928	Dark Revenant(zombiedarkrevenant)
70	14652	17670	Olthoi Worker(olthoiworkerdires3-xp)
70	14652	17670	Olthoi Worker(olthoiworkerdires2-xp)
70	14652	17670	Olthoi Worker(olthoiworkerinvasion-xp)
70	14652	17670	Olthoi Worker(olthoiworkernatural_xp)
70	14652	17670	Olthoi Worker(olthoiworkerdires1-xp)
70	14736	23370	Mosswart Mire-Witch(mosswartmirewitch)
70	14736	23370	Mosswart Mire-Witch(mosswartmirewitchmartine)
70	14788	14535	Foul Moarsman(moarsmanfoul)
70	14822	18525	Gotrok Montok(lugianmontokrenegade)
70	14954	16459	Slithits Spthis(slithitsspthis)
70	14954	19451	Slithayr Eye Stalk(slithayreyestalk)
70	15000	22230	Spirit(ghostspirit)
70	15000	22230	Spirit(ghostspiritassaultstamper)
70	15320	26861	Dark Leech(zombiedarkleech)
70	15514	25650	Lieutenant Master of the Hunt(lugianlieutenanta)
70	15514	25650	Lieutenant of the Gotrok(lugianlieutenantc)
70	15514	25650	Gotrok Montok Lieutenant(lugianlieutenantb)
70	18711	15105	Tundra Mattekar(mattekarbossmonster)
70	19150	21874	Northern Infiltrator Master(simulacrummasternorth)
70	19150	32205	Southern Infiltrator Master(simulacrummastersouth)
70	19420	26861	Basalt Golem(golemmidbossmonster)
70	49468	66975	Olthoi Brood Queen Nymph(olthoibroodqueenlow)
70	55683	154969	Glacial Golem Margrave(golemglacialmargravehunted)
70	55683	154470	Glacial Golem Margrave(golemglacialmargraveportal1)
70	55683	154969	Glacial Golem Margrave(golemglacialmargrave)
70	58392	38475	Olthoi Brood Matron Nymph(olthoibroodmatronhiveslow)
70	82740	127395	Shadow Annihilator(lugianassaultbossshoktok)
74	14051	20229	Cruel Monouga(monougacruel)
74	14470	18017	Tumerok Gladiator(tumerokgladiatoraltar)
74	14470	18017	Tumerok Gladiator(tumerokgladiatorarchernofall)
74	14470	14856	Tumerok Gladiator(tumerokkeyc)
74	14470	18017	Tumerok Gladiator(tumerokgladiator_thorstenarmor)
74	14470	18017	Tumerok Gladiator(tumerokgladiatorarcher)
74	14470	18017	Tumerok Gladiator(tumerokgladiator)
74	14470	18017	Tumerok Gladiator(tumerokgladiatornofall)
74	14962	20546	Rabid Carenzi(carenzipolar)
74	14962	20546	Rabid Carenzi(carenzirabid_xp)
75	5673	19446	Sir Joffre Tremblant(revenanttremblant)
75	9500	17178	Giant White Rat(ratwhitegiant)
76	21000	18605	Disgusting Moarsman(moarsmandisgusting)
77	16638	18384	Hea Itealuan(tumerokheaitealuan_xp)
79	5985	25271	Bronze Statue of a Golem(statuereplicahighgolemsmall)
79	8000	25182	Dual Fragment(crystaldualfragment)
79	9951	29290	Tusker Worshipper(humantuskerworshippermage)
79	10779	17860	Cultist(humancultist_xp)
79	11054	18574	Tusker Worshipper(humantuskerworshipper)
79	11657	29647	Cultist Cohort(cultmember)
79	11966	31076	Burun Ruuk Adherent Overseer(burunruukadherentliazk)
79	11966	31076	Burun Ruuk Adherent(burunruukadherentencampment)
79	11966	31076	Burun Ruuk Adherent(burunruukadherent)
79	13332	28754	Vicious Scarecrow(scarecrowvicious)
79	14639	27325	Nexus Fragment(crystalnexusfragment)
79	15630	22860	Cunning Monouga(monougacunning)
79	15702	27682	Kerthump the Ear Taker(drudgeravenerfighter1)
79	15879	28754	Baktak the Human Slayer(drudgeravenerfighter2)
79	16000	42059	Caulnalain Crystal(crystalcaulnalain)
79	16000	39291	Caulnalain Shadow Leader(shadowcaulnalain)
79	16445	19646	Hoary Armoredillo(armoredillohoary)
79	16570	23932	Tusker Slave(tuskerslave_tusk)
79	16570	23932	Tusker Slave(tuskerslave)
79	16570	23932	Tusker Slave(tuskerslave_nofall)
79	16641	25539	Ember(fireelementalember)
79	17074	27682	Champion of the Blood(skeletonrelicgelid_nofall)
79	17223	29826	Venomous Grievver(grievvervenomous)
79	17434	18931	Wasteland Rat(ratwasteland)
79	17537	28843	Nubilous Golem(golemnubilous)
79	17687	25718	Fleshless Warrior(skeletonfleshlesswarrior)
79	17703	40899	Panumbris Shadow(shadowpanumbris)
79	17772	30719	High Mu-miyah(mumiyahhigh)
79	17788	36255	Dark Magus(zombiedarkmagus)
79	17899	25182	Dual Fragment(crystaldualfragmentnew)
79	17922	23396	Sulthis Tentacle(sulthistentacle)
79	17932	24646	Crazed Zharalim(zharalimcrazed)
79	18000	23932	Olthoi Soldier(olthoisoldierdires1-xp)
79	18000	23932	Olthoi Soldier(olthoisoldierdires3-xp)
79	18000	23932	Olthoi Soldier(olthoisoldierinvasion-xp)
79	18000	23932	Olthoi Soldier(olthoisoldierdires2-xp)
79	18000	23932	Olthoi Soldier(olthoisoldiernorth-xp)
79	18000	23932	Olthoi Soldier(olthoisoldiernorthwest-xp)
79	18000	23932	Olthoi Soldier(olthoisoldiersoutheast-xp)
79	18000	23932	Olthoi Soldier(olthoisoldiersouthwest-xp)
79	18000	23932	Olthoi Soldier(olthoisoldiernortheast-xp)
79	18000	23932	Olthoi Soldier(olthoisoldiernatural_xp)
79	18022	35362	Rheth Al'Thok(zharalimrhethalthok)
79	18022	25361	Maddened Zharalim(zharalimmaddened)
79	18022	33487	Demented Zharalim(zharalimdementedfemale)
79	18022	33487	Demented Zharalim(zharalimdemented)
79	18022	25361	Crazed Zharalim(zharalimcrazedfemale)
79	18022	21610	Tiyol Ibn Yufaj(zharalimtiyolibnyufaj)
79	18022	25361	Maddened Zharalim(zharalimmaddenedfemale)
79	18036	30897	Ashen Bones(skeletonashenbonesmeditate)
79	18036	30272	Ashen Bones(skeletonashenbones)
79	18069	37595	Tumerok Major(tumerokmajor)
79	18069	34023	Tumerok Major(tumerokkeyb)
79	18222	20003	Olthoi Eviscerator Grub(olthoigrubeviscerator)
79	18224	24468	Relic Bones(skeletonrelicbones_noaggro)
79	18224	24468	Relic Bones(skeletonrelicbones)
79	18292	28040	Rayssid Ibn Alhath(zharalimrayssidibnalhath)
79	18321	23218	Ebon Gromnie(gromnieebon_xp)
79	18336	23218	Olthoi Noble(olthoinoblenew)
79	18336	23218	Olthoi Noble(boygrubinfestednoble_xp)
79	18336	23218	Olthoi Guard(olthoiguard)
79	18336	23218	Olthoi Noble(boygrubinfestednoble_nofall_xp)
79	18336	23218	Olthoi Noble(olthoinoblenofall)
79	18336	23218	Olthoi Noble(olthoinoble)
79	18513	23218	Olthoi Swarm Drone(olthoiswarmdrone)
79	18563	26432	Fire Wisp(wispfire)
79	18563	26432	Summoned Pulsar Wisp(wispfiresummoned)
79	18831	36076	Master of the Hunt(lugiancommandera)
79	18831	36076	Master of the Gotrok(lugiancommanderc)
79	18831	36076	Lugian Commander(lugiancommanderlinvak)
79	18831	36076	Gotrok Montok Commander(lugiancommanderb)
79	20197	18931	Mosswart Muck Stalker(mosswartmuckstalker)
79	22782	25361	Reedshark Skinner(reedsharkskinner)
79	24284	22146	Dread Ursuin(ursuinbossmonster)
80	21150	40046	The Crafter(simulacrumcrafter)
80	24684	49371	Olthoi Brood Matron(olthoibroodmatronlow)
81	11374	19840	Mercenary(humanmercenary_xp)
81	11398	20214	Poacher(humanpoacher_xp)
81	17133	25080	Ferocious Ursuin(ursuinferocious)
83	18691	21945	Hea Nualuan(tumerokheanualuan_xp)
84	44714	22445	Viscous Moarsman(moarsmanvicous)
85	13394	32376	Ulgrim the Unruly(ulgrimcopycombat)
85	13394	34835	Cultist Priest(cultpriest)
85	14000	46617	Lacandrillar the Inculcator(virindidirectorinculcator)
85	14000	46617	Adirred the Theoretician(virindidirectorpanopticon)
85	14000	46617	Sotiris Virindi Director(virindidirectorsotiris)
85	14000	46617	Tumideon Virindi Director(virindidirectortumideon)
85	14000	46617	Staging Ground Director(virindidirectorstagingground)
85	14000	46617	Singular Virindi Director(virindidirectorsingular)
85	14000	45183	Althoucault, Speaker of the New Directive(virindidirectorjulyattack)
85	14000	46617	Aerbax's Apprentice(virindidirectoraerbax)
85	15729	34220	Villainous Scarecrow(scarecrowvillainous)
85	20012	31249	Augmented Drudge(drudgeaugmentedhigh)
85	20012	31249	Augmented Drudge(drudgeaugmentedsummoned)
85	20012	30532	Augmented Drudge(drudgeaugmented)
85	20012	38728	Banished Drudge(drudgebossmid0205)
85	20026	30942	Buillic(acidelementalbuillic)
85	20035	26638	Cursed Bones(skeletoncursedbones)
85	20035	26638	Cursed Bones(skeletoncursedbonesmeditate)
85	20134	22540	Tuskie Gunner(tuskiegunner_nofall)
85	20134	22540	Tuskie Gunner(tuskiegunner)
85	20252	28278	Grave Spirit(undeadgravespiritliazk)
85	20297	29815	Sahkurea(reedsharkhunter4_xp)
85	20297	29815	Utelari(reedsharkhunter3-xp)
85	20297	29097	Reshalra(reedsharkhunter2_xp)
85	20297	29097	Manuaka(reedsharkhunter1_xp)
85	20354	30327	Extas Lugian(lugianextas)
85	20354	38523	Banished Lugian(lugianbossmid0205)
85	20363	33605	Hoary Mattekar(mattekarhoary)
85	20363	33605	Ebon Mattekar(mattekarebon)
85	20429	29507	Tusker Guard(tuskerguard)
85	20429	29507	Tusker Guard(tuskerguard_tusk)
85	20429	29507	Tusker Guard(tuskerguard_nofall)
85	20429	37704	Banished Tusker(tuskerbossmid0205)
85	20429	29507	Tusker Guard(tuskerguard_noxp)
85	20527	23975	White Phyntos Wasp Swarm(phyntoswaspfrenziedswarm)
85	20527	23975	White Phyntos Wasp(phyntoswaspwhite)
85	20527	23975	White Phyntos Wasp Swarm(phyntoswaspwhiteswarm)
85	20623	51228	Banished Banderling(banderlingbossmid0205)
85	20623	43031	Banderling Mangler(banderlingmangler)
85	20719	30737	Canescent Mattekar(mattekarcanescent-xp)
85	20722	43031	Banderling Mauler(banderlingmauler)
85	20828	45593	Dread Idol(idoldread)
85	20849	77251	Banished Grievver(grievverbossmid0205)
85	20849	69055	Spinning Grievver(grievverspinner)
85	20885	26433	Sulthis Tendril(sulthistendril)
85	21122	39343	Magma Golem(golemmagmaceremonydisrupted)
